# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr 26 16:08:01 2020
#
# User preference: *
#
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
#
pl_discmethod,pl_orbsmax,st_teff,st_lum
Transit,0.064000,5378.00,
Transit,0.402000,5796.00,
Transit,0.791000,5796.00,
Transit,0.027000,4204.00,
Transit,0.058000,4204.00,
Transit,0.061000,5497.00,
Transit,0.083000,5497.00,
Transit,0.056000,5746.00,
Transit,0.105000,5746.00,
Transit,0.051000,5526.00,
Transit,0.069000,5526.00,
Transit,0.191000,5526.00,
Transit,0.050000,3900.00,
Transit,0.090000,3900.00,
Transit,0.130000,3900.00,
Transit,0.033000,3900.00,
Transit,0.013000,3900.00,
Transit,0.085000,6435.00,
Transit,0.142000,6435.00,
Transit,0.057000,5740.00,
Transit,0.110000,5740.00,
Transit,0.027000,5388.00,
Transit,0.051000,5388.00,
Transit,0.028000,5987.00,
Transit,0.046000,5987.00,
Transit,0.050000,5194.00,
Transit,0.260000,5194.00,
Transit,0.053000,5752.00,
Transit,0.105000,5752.00,
Transit,0.220000,5752.00,
Transit,0.032000,5105.00,
Transit,0.051000,5105.00,
Transit,0.066000,5105.00,
Transit,0.029000,3799.00,
Transit,0.047000,3799.00,
Transit,0.090000,3799.00,
Transit,,5914.00,
Transit,,5914.00,
Transit,0.061000,4257.00,
Transit,0.113000,4257.00,
Transit,0.067700,5904.00,0.556
Transit,0.118900,5904.00,0.556
Transit,0.166200,5904.00,0.556
Transit,0.213800,5904.00,0.556
Transit,0.253500,5904.00,0.556
Transit,0.075000,5117.00,
Transit,0.116000,5117.00,
Transit,0.065000,4347.00,
Transit,0.105000,4347.00,
Transit,0.159000,4347.00,
Transit,0.070000,4955.00,
Transit,0.114000,4955.00,
Transit,0.189000,4955.00,
Transit,0.087000,4259.00,
Transit,0.135000,4259.00,
Transit,0.061000,5828.00,
Transit,0.107000,5828.00,
Transit,0.168000,5828.00,
Transit,0.075000,5877.00,
Transit,0.356000,5877.00,
Transit,0.033000,5867.00,
Transit,0.092000,5867.00,
Transit,0.154000,5867.00,
Transit,0.045000,5684.00,
Transit,0.093000,5684.00,
Transit,0.117000,5923.00,
Transit,0.172000,5923.00,
Transit,0.257000,5923.00,
Transit Timing Variations,,5923.00,
Transit,0.055000,5631.00,
Transit,0.069000,5631.00,
Transit,0.091000,5631.00,
Transit,1.089600,5913.00,0.173
Transit,0.134000,6620.00,
Transit,0.178000,6620.00,
Transit,0.060000,6012.00,
Transit,0.080000,6012.00,
Transit,0.182000,6012.00,
Transit,0.242000,6012.00,
Transit,0.128000,6175.00,
Transit,0.185000,6175.00,
Transit,0.242000,6175.00,
Transit,,6175.00,
Transit,0.088000,5807.00,
Transit,0.167000,5807.00,
Transit,0.153000,5774.00,
Transit,0.488000,5774.00,
Transit,0.066000,4504.00,
Transit,0.077000,4504.00,
Transit,0.071000,6033.00,
Transit,0.168000,6033.00,
Transit,0.110000,6088.00,
Transit,0.183000,6088.00,
Transit,0.076000,6177.00,
Transit,0.138000,6177.00,
Transit,0.065000,5956.00,
Transit,0.105000,5956.00,
Transit,0.603470,5606.00,-0.027
Transit,0.104000,6186.00,
Transit,,6186.00,
Transit,,6186.00,
Transit,0.214000,5643.00,
Transit,0.287000,5643.00,
Transit,,5643.00,
Transit,0.085000,5212.00,
Transit,0.118000,5212.00,
Transit,0.051000,3903.00,
Transit,0.065000,3903.00,
Transit,0.054000,4648.00,
Transit,0.115000,4648.00,
Transit,0.146000,4648.00,
Transit,0.102000,6184.00,
Transit,0.179000,6184.00,
Transit,0.057000,6133.00,
Transit,0.115000,6133.00,
Transit,0.063000,5036.00,
Transit,0.120000,5036.00,
Transit,0.246000,5036.00,
Transit,0.210000,5908.00,
Transit,0.381000,5908.00,
Transit,0.178000,6248.00,
Transit,0.307000,6248.00,
Transit,0.372000,6248.00,
Transit,0.115300,5911.00,0.462
Transit,0.128300,5911.00,0.462
Transit,0.044000,6053.00,
Transit,0.075000,6053.00,
Transit,0.086000,6169.00,
Transit,0.300000,6169.00,
Transit,0.087000,5788.00,
Transit,0.207000,5788.00,
Transit,0.048000,5593.00,
Transit,0.079000,5593.00,
Transit,0.107000,5593.00,
Transit,0.178000,6108.00,
Transit,0.312000,6108.00,
Transit,0.098000,6012.00,
Transit,0.137000,6012.00,
Transit,0.045000,6209.00,
Transit,0.110000,6209.00,
Transit,0.201000,4710.00,
Transit,0.253000,4710.00,
Transit,0.186000,5502.00,
Transit,0.360000,5502.00,
Transit,0.030000,3591.00,
Transit,0.094000,3591.00,
Transit,,5417.00,
Transit,,5417.00,
Transit,,5417.00,
Transit Timing Variations,,5417.00,
Transit,0.054000,5852.00,
Transit,0.140000,5852.00,
Transit,0.200000,5666.00,
Transit,0.313000,5666.00,
Transit,0.075000,6509.00,
Transit,0.154000,6509.00,
Transit,0.201000,6509.00,
Transit,0.060000,5787.00,
Transit,0.126000,5787.00,
Transit,0.029000,5977.00,
Transit,0.042000,5977.00,
Transit,0.056000,5977.00,
Transit,0.101000,5826.00,
Transit,0.141000,5826.00,
Transit,0.057000,5900.00,
Transit,0.115000,5900.00,
Transit,0.109000,5949.00,
Transit,0.182000,5949.00,
Transit,0.112000,4661.00,
Transit,0.166000,4661.00,
Transit,0.152000,6054.00,
Transit,0.326000,6054.00,
Transit,0.463200,5623.00,
Transit,0.050000,6045.00,
Transit,0.078000,6045.00,
Transit,0.066000,6152.00,
Transit,0.117000,6152.00,
Transit,0.055000,5600.00,
Transit,0.097000,5600.00,
Transit,0.095000,4710.00,
Transit,0.172000,4710.00,
Transit,0.148000,5577.00,
Transit,0.236000,5577.00,
Transit,0.097000,6326.00,
Transit,0.127000,6326.00,
Transit,0.096000,5178.00,
Transit,0.155000,5178.00,
Transit,0.068000,5774.00,
Transit,0.098000,5774.00,
Transit,0.036000,4498.00,
Transit,0.093000,4498.00,
Transit,0.041000,5376.00,
Transit,0.110000,5376.00,
Transit,0.164000,6350.00,
Transit,0.065000,5166.00,
Transit,0.101000,5166.00,
Transit,0.082000,4940.00,
Transit,0.161000,4940.00,
Transit,0.059000,5938.00,
Transit,0.093000,5938.00,
Transit,0.091000,6189.00,
Transit,0.124000,6189.00,
Transit,0.083000,6402.00,
Transit,0.110000,6402.00,
Transit,0.061000,4262.00,
Transit,0.177000,4262.00,
Transit,,5384.00,
Transit,,5384.00,
Transit,0.144000,5307.00,
Transit,0.480000,5307.00,
Transit,0.044000,4493.00,
Transit,0.087000,4493.00,
Transit,,4493.00,
Transit,0.103000,5502.00,
Transit,0.155000,5502.00,
Transit,0.261000,5502.00,
Transit,0.045600,5857.00,0.354
Transit,0.080000,6510.00,
Transit,0.087000,5886.00,
Transit,0.134000,5886.00,
Transit,0.122000,6117.00,
Transit,0.269000,6117.00,
Transit,,6117.00,
Transit,0.051000,6090.00,
Transit,0.068000,6090.00,
Transit,0.087000,6090.00,
Transit,0.102000,6090.00,
Transit,0.076000,6090.00,
Transit,0.297000,6090.00,
Transit,,6090.00,
Transit,0.102000,5654.00,
Transit,0.118000,5654.00,
Transit,0.095000,5818.00,
Transit,0.188000,5818.00,
Transit,,5538.00,
Transit,,5538.00,
Transit,,5476.00,
Radial Velocity,,5476.00,
Transit,,6104.00,
Transit,,5460.00,
Transit,0.031010,5750.00,
Transit,0.122600,6273.00,0.435
Transit,0.037500,,
Transit,0.073900,,
Transit,0.279000,,
Transit Timing Variations,0.186000,,
Transit,0.028970,5750.00,
Transit,0.355300,4700.00,
Transit Timing Variations,,,
Transit Timing Variations,,,
Transit Timing Variations,,,
Transit Timing Variations,,,
Transit Timing Variations,,,
Transit Timing Variations,,,
Transit Timing Variations,,,
Transit Timing Variations,,,
Transit,,5820.00,
Transit,0.370000,6430.00,
Transit Timing Variations,1.680000,6430.00,
Transit,0.011600,3068.00,-2.620
Transit,0.006000,3068.00,-2.620
Transit,0.015400,3068.00,-2.620
Transit,1.219000,5308.00,-0.398
Transit,0.082000,5972.00,0.240
Transit,0.035850,5560.00,
Transit,0.044000,5460.00,-0.150
Radial Velocity,0.730000,5460.00,-0.150
Transit,0.046400,5170.00,-0.323
Transit,0.041400,5725.00,-0.089
Transit,0.091000,5800.00,0.290
Transit,0.043300,5150.00,-0.390
Transit,0.046000,6041.00,
Transit,0.224400,5884.00,
Transit,0.475700,5884.00,
Transit,0.071900,6004.00,
Transit,0.084700,6004.00,
Transit,0.104500,6004.00,
Transit,0.301000,4995.00,
Radial Velocity,,4995.00,
Transit,0.067900,6360.00,0.880
Transit,0.114300,5977.00,0.330
Transit,0.094800,6161.00,1.129
Transit,0.339000,4651.00,-0.701
Transit,,4651.00,-0.701
Transit,0.288000,4551.00,-0.762
Transit,0.166000,3748.00,-1.357
Transit,0.563000,5431.00,-0.236
Transit,0.044600,5800.00,
Transit,0.242000,4134.00,-1.102
Transit,0.640000,4340.00,-1.051
Transit,0.409000,4402.00,-0.932
Transit,0.495000,4723.00,-0.664
Transit,0.041780,5046.00,
Transit,0.048810,5046.00,
Transit,0.060000,5046.00,
Transit,0.069600,5046.00,
Transit,0.081100,5046.00,
Transit,,3157.00,
Transit,,3157.00,
Transit,,3157.00,
Transit,,3359.00,
Transit,,3359.00,
Transit,,3359.00,
Transit,0.076900,5493.00,
Transit Timing Variations,4.200000,,
Transit,,,
Transit,,,
Transit,0.030000,3820.00,
Transit,,,
Transit,,,
Transit,,,
Transit,1.046000,5757.00,
Transit,0.790300,5527.00,
Transit,,5701.00,
Radial Velocity,,5701.00,
Transit,,6065.00,
Transit,0.196800,5309.00,
Transit Timing Variations,0.279900,5309.00,
Transit,0.067000,5309.00,
Transit,,6340.00,
Transit,,5634.00,
Transit,,7070.00,
Transit,,5661.00,
Transit,,5933.00,
Transit,,6310.00,
Transit,,5927.00,
Transit,,5927.00,
Transit,,5809.00,
Transit,,5498.00,
Transit,0.287700,,
Transit,0.963800,,
Transit,0.699200,,
Transit,,6613.00,
Transit,,6733.00,
Transit,,4996.00,
Transit,,5816.00,
Transit,,5785.00,
Transit,,5009.00,
Transit,,5837.00,
Transit,,5240.00,
Transit,,5210.00,
Transit,,5247.00,
Transit,,5194.00,
Transit,,5194.00,
Transit,,5194.00,
Radial Velocity,,5194.00,
Transit,,6322.00,
Transit,,5802.00,
Transit,,4871.00,
Transit,,6346.00,
Transit,,5668.00,
Transit,,5958.00,
Transit,,4926.00,
Transit,,5444.00,
Transit,,5444.00,
Transit,,5970.00,
Transit,,5014.00,
Transit,,4252.00,
Transit,,4252.00,
Transit,0.031000,4252.00,
Transit,0.116000,4252.00,
Transit,,6045.00,
Transit,,5582.00,
Transit,,5527.00,
Transit,,6457.00,
Transit,,6007.00,
Transit,,5346.00,
Transit,,5293.00,
Transit,,5834.00,
Transit,,5744.00,
Transit,,5312.00,
Transit,0.053800,6297.00,
Transit,0.077000,6225.00,
Transit,0.087000,6225.00,
Transit,,5813.00,
Transit,,5904.00,
Transit,,6125.00,
Transit,,3519.00,
Transit,,3931.00,
Transit,,6236.00,
Transit,,6113.00,
Transit,,6025.00,
Transit,,6060.00,
Transit,0.251400,6018.00,
Transit,0.384000,6018.00,
Transit,0.509000,6018.00,
Transit,,5746.00,
Transit,,5770.00,
Transit,,5997.00,
Transit,,5849.00,
Transit,,6106.00,
Transit,,5293.00,
Transit,,7099.00,
Transit,,5690.00,
Transit,,5842.00,
Transit,,5260.00,
Transit,,4263.00,
Transit,,4263.00,
Transit,0.182000,4263.00,
Transit,,6112.00,
Transit,,6112.00,
Transit,,6406.00,
Transit,,6392.00,
Transit,,5515.00,
Transit,,6014.00,
Transit,,6014.00,
Transit,,5573.00,
Transit,,5894.00,
Transit,,6388.00,
Transit,,5807.00,
Transit,,6087.00,
Transit,,6087.00,
Transit,,5858.00,
Transit,,5858.00,
Transit,0.091000,5858.00,
Transit,,5697.00,
Transit,,4893.00,
Transit,,5192.00,
Transit,,4758.00,
Transit,,5884.00,
Transit,,6123.00,
Transit,,5524.00,
Transit,,5763.00,
Transit,0.466900,5547.00,
Transit,0.498800,5820.00,
Transit Timing Variations,2.420000,5820.00,
Transit,,4252.00,
Transit,,4252.00,
Transit,0.126000,4252.00,
Transit,,5946.00,
Transit,,6166.00,
Transit,,5526.00,
Transit,,4671.00,
Transit,,6206.00,
Transit,,5882.00,
Transit,,5967.00,
Transit,,4828.00,
Transit,,5535.00,
Transit,,5360.00,
Transit,,5360.00,
Transit,,4503.00,
Transit,,4503.00,
Transit,0.029000,4503.00,
Transit,0.048000,4503.00,
Transit,0.081000,4503.00,
Transit,,5322.00,
Transit,,4286.00,
Transit,,5863.00,
Transit,,5266.00,
Transit,,5266.00,
Transit,,5447.00,
Transit,,5894.00,
Transit,,5740.00,
Transit,,6068.00,
Transit,,5242.00,
Transit,,5630.00,
Transit,0.102800,4840.00,
Transit,0.165200,4840.00,
Radial Velocity,2.160000,4840.00,
Transit,,3556.00,
Transit,,5646.00,
Transit,,5646.00,
Transit,,5575.00,
Transit,,5066.00,
Transit,,5626.00,
Transit,,5735.00,
Transit,,5132.00,
Transit,,5148.00,
Transit,,3768.00,
Transit,,5616.00,
Transit,,5145.00,
Transit,,5145.00,
Transit,,5496.00,
Transit,,5527.00,
Transit,,5212.00,
Transit,,5746.00,
Transit,,5612.00,
Transit,,5710.00,
Transit,,5672.00,
Transit,,4984.00,
Transit,,5334.00,
Transit,,5636.00,
Transit,,6099.00,
Transit,,6099.00,
Transit,0.236000,6099.00,
Transit,,4298.00,
Transit,,5772.00,
Transit,,5564.00,
Transit,,5523.00,
Transit,,6195.00,
Transit,,5593.00,
Transit,,5575.00,
Transit,,5549.00,
Transit,,5835.00,
Transit,,5296.00,
Transit,,6074.00,
Transit,,6074.00,
Transit,,6000.00,
Transit,,5677.00,
Transit,,5913.00,
Transit,,5967.00,
Transit,,5485.00,
Transit,,5247.00,
Transit,,6267.00,
Transit,,5683.00,
Transit,,5307.00,
Transit,,5127.00,
Transit,0.048520,5647.00,
Transit,,5905.00,
Transit,,5905.00,
Transit,,5905.00,
Transit,,5279.00,
Transit,,5160.00,
Transit,,6062.00,
Transit,,5808.00,
Transit,,5808.00,
Transit,,5808.00,
Transit,,5890.00,
Transit,,5462.00,
Transit,,5462.00,
Transit,,6161.00,
Transit,,5196.00,
Transit,,5820.00,
Transit,,5971.00,
Transit,,4017.00,
Transit,,5943.00,
Transit,,5943.00,
Transit,,5761.00,
Transit,,5693.00,
Transit,,5723.00,
Transit,,5268.00,
Transit,,4655.00,
Transit,,5753.00,
Transit,,5753.00,
Transit,,3712.00,
Transit,,5860.00,
Transit,,5980.00,
Transit,,5980.00,
Transit,0.055300,4925.00,-0.678
Transit,0.092900,4925.00,-0.678
Transit,0.120000,4925.00,-0.678
Transit,0.427000,4925.00,-0.678
Transit,0.718000,4925.00,-0.678
Transit,,6155.00,
Transit,,4521.00,
Transit,,4201.00,
Transit,,5443.00,
Transit,,6117.00,
Transit,,5789.00,
Transit,,5789.00,
Transit,,5813.00,
Transit,,6424.00,
Transit,,5721.00,
Transit,,5444.00,
Transit,0.080000,5576.00,-0.157
Transit,,5829.00,
Transit,,6185.00,
Transit,,5322.00,
Transit,,5899.00,
Transit,,6075.00,
Transit,,6174.00,
Transit,,5203.00,
Transit,,6096.00,
Transit,,5382.00,
Transit,,5896.00,
Transit,,5653.00,
Transit,,5713.00,
Transit,,6570.00,
Transit,,4908.00,
Transit,,6747.00,
Transit,,6170.00,
Transit,,5634.00,
Transit,,6020.00,
Transit,,5741.00,
Transit,,5871.00,
Transit,0.035000,6211.00,
Transit,0.068000,6211.00,
Transit,0.084000,6211.00,
Radial Velocity,,6211.00,
Transit,,5849.00,
Transit,,5522.00,
Transit,,5490.00,
Transit,,5665.00,
Transit,,5665.00,
Transit,,5865.00,
Transit,,6170.00,
Transit,,5281.00,
Transit,,5808.00,
Transit,,4103.00,
Transit,,4870.00,
Transit,0.135200,5962.00,
Transit,,4779.00,
Transit,,4483.00,
Transit,,4897.00,
Transit,,5264.00,
Transit,,5754.00,
Transit,,4913.00,
Transit,,5887.00,
Transit,,5327.00,
Transit,,5352.00,
Transit,,6038.00,
Transit,0.117100,5331.00,
Transit,,5709.00,
Transit,,5624.00,
Transit,,5627.00,
Transit,,5355.00,
Transit,,4192.00,
Transit,,4945.00,
Transit,,3701.00,
Transit,,5723.00,
Transit,,5520.00,
Transit,,5403.00,
Transit,,5793.00,
Transit,,5793.00,
Radial Velocity,,5793.00,
Transit,,5890.00,
Transit,,5021.00,
Transit,,5559.00,
Transit,,5703.00,
Transit,,5493.00,
Transit,,5963.00,
Transit,,5649.00,
Transit,,4841.00,
Transit,,5715.00,
Transit,,5518.00,
Transit,0.094000,5638.00,-0.097
Transit,0.640000,5638.00,-0.097
Transit,,5913.00,
Transit,,3715.00,
Transit,,5440.00,
Transit,,4881.00,
Transit,,5700.00,
Transit,,5181.00,
Transit,,5903.00,
Transit,,5513.00,
Transit,,5612.00,
Transit,,5330.00,
Transit,0.060670,5933.00,
Transit,,5692.00,
Transit,,5343.00,
Transit,,5419.00,
Transit,,6185.00,
Transit,,5616.00,
Transit,,3722.00,
Transit,,5394.00,
Transit,,5099.00,
Transit,,5692.00,
Transit,,5071.00,
Transit,,5611.00,
Transit,,5222.00,
Transit,,5148.00,
Transit,,5148.00,
Transit,,5785.00,
Transit,,5995.00,
Transit,,5871.00,
Transit,,5099.00,
Transit,,5485.00,
Transit,,6191.00,
Transit,,5777.00,
Transit,,5618.00,
Transit,,5075.00,
Transit,,5863.00,
Transit,,5863.00,
Transit,,5539.00,
Transit,,5437.00,
Transit,,5363.00,
Transit,,5452.00,
Transit,,5441.00,
Transit,,5660.00,
Transit,,5633.00,
Transit,0.069400,5620.00,
Transit,0.039970,5620.00,
Transit,,5849.00,
Transit,,3631.00,
Transit,,3631.00,
Transit,,5418.00,
Transit,,5326.00,
Transit,,5107.00,
Transit,,5217.00,
Transit,,3813.00,
Transit,,5327.00,
Transit,,5601.00,
Transit,0.078100,6000.00,
Transit,,5438.00,
Transit,,6129.00,
Transit,,4642.00,
Transit,,5486.00,
Transit,,5594.00,
Transit,,5849.00,
Transit,,5418.00,
Transit,,5096.00,
Transit,,5934.00,
Transit,,5009.00,
Transit,0.081800,5200.00,
Transit,,6160.00,
Transit,,6160.00,
Transit,,5387.00,
Transit,,5373.00,
Transit,,4346.00,
Transit,,5935.00,
Transit,,5043.00,
Transit,,5043.00,
Transit,,5282.00,
Transit,,6014.00,
Transit,,6228.00,
Transit,,6228.00,
Transit,,6228.00,
Transit,,6228.00,
Transit,,5860.00,
Orbital Brightness Modulation,0.027400,6409.00,
Transit,,5322.00,
Transit,,5322.00,
Transit,,5706.00,
Transit,,5944.00,
Transit,,5166.00,
Transit,,5557.00,
Transit,,5901.00,
Transit,,5992.00,
Transit,,5694.00,
Transit,,5108.00,
Transit,,6186.00,
Transit,,6186.00,
Transit,0.045010,5520.00,
Transit,,5598.00,
Transit,,5598.00,
Transit,,5598.00,
Transit,,5906.00,
Transit,,5714.00,
Transit,,5850.00,
Transit,,6403.00,
Transit,,5468.00,
Transit,,5071.00,
Transit,,4043.00,
Transit,,5102.00,
Transit,,3804.00,
Transit,,5089.00,
Transit,,5769.00,
Transit,,5162.00,
Transit,,5867.00,
Transit,,5521.00,
Transit,,5674.00,
Transit,,4739.00,
Transit,,4838.00,
Transit,,4248.00,
Transit,,6159.00,
Transit,,5870.00,
Transit,0.117000,6174.00,0.342
Transit,0.187000,6174.00,0.342
Transit,0.287000,6174.00,0.342
Transit,0.386000,6174.00,0.342
Transit,,5208.00,
Transit,,6383.00,
Transit,,5971.00,
Transit,,5745.00,
Transit,,5839.00,
Transit,,5631.00,
Transit,,5475.00,
Transit,,5680.00,
Transit,,6224.00,
Transit,,5681.00,
Transit,0.047400,6213.00,
Transit,0.064800,4540.00,-0.770
Transit,0.079200,4540.00,-0.770
Transit,0.037200,4540.00,-0.770
Transit,0.049100,4540.00,-0.770
Transit,0.017500,4540.00,-0.770
Transit,,4540.00,-0.770
Transit,,5315.00,
Transit,,4435.00,
Transit,,5507.00,
Transit,,5919.00,
Transit,,5817.00,
Transit,,5817.00,
Transit,,6112.00,
Transit,,5770.00,
Transit,,5965.00,
Transit,,4653.00,
Transit,,5734.00,
Transit,,4500.00,
Transit,,4500.00,
Transit,0.128000,4500.00,
Transit,,5803.00,
Transit,,5747.00,
Transit,,6761.00,
Transit,,5743.00,
Transit,,6162.00,
Transit,,5028.00,
Transit,,5286.00,
Transit,,5861.00,
Transit,,5638.00,
Transit,,5279.00,
Transit,0.168300,,
Transit,0.262600,,
Transit,0.034000,,
Transit,0.063000,,
Transit Timing Variations,0.339500,,
Transit,,6260.00,
Transit,,5191.00,
Transit,,5928.00,
Transit,,5643.00,
Transit,,6035.00,
Transit,,5976.00,
Transit,,5976.00,
Transit,,6079.00,
Transit,,5602.00,
Transit,,5039.00,
Transit,,5698.00,
Transit,,4648.00,
Transit,,4648.00,
Transit,0.051000,4648.00,
Transit,,6037.00,
Transit,,5732.00,
Transit,,5596.00,
Transit,,4339.00,
Transit,,4554.00,
Transit,,5954.00,
Transit,,5895.00,
Transit,,5403.00,
Transit,,5770.00,
Transit,,6058.00,
Transit,,6031.00,
Transit,,6031.00,
Transit,0.052000,6031.00,
Transit,0.181000,6031.00,
Transit,0.250000,6031.00,
Transit,,5920.00,
Transit,,5324.00,
Transit,,4848.00,
Transit,,5830.00,
Transit,,4128.00,
Transit,,4913.00,
Transit,,5579.00,
Transit,,4940.00,
Transit,,5695.00,
Transit,,6059.00,
Transit,,5436.00,
Transit,,5436.00,
Transit,0.130000,5436.00,
Transit,0.163000,5436.00,
Transit,,5932.00,
Transit,,5455.00,
Transit,,6100.00,
Transit,,6350.00,
Transit,,6179.00,
Transit,,5835.00,
Transit,,5535.00,
Transit,,5773.00,
Transit,,5653.00,
Transit,,5020.00,
Transit,,5836.00,
Transit,,5047.00,
Transit,,5333.00,
Transit,,5678.00,
Transit,,5754.00,
Transit,,5570.00,
Transit,,4751.00,
Transit,,5541.00,
Transit,,5614.00,
Transit,,5664.00,
Transit,0.481000,5600.00,
Transit,0.676000,5600.00,
Transit,,5857.00,
Transit,,5993.00,
Transit,,5902.00,
Transit,,6163.00,
Transit,,6020.00,
Transit,,5958.00,
Transit,,5060.00,
Transit,,5261.00,
Transit,,5044.00,
Transit,,5792.00,
Transit,,6761.00,
Transit,,5961.00,
Transit,,5476.00,
Transit,,6116.00,
Transit,,5715.00,
Transit,,6187.00,
Transit,,6098.00,
Transit,,6194.00,
Transit,,6194.00,
Transit,,5875.00,
Transit,,5961.00,
Transit,,5954.00,
Transit,,5887.00,
Transit,,4747.00,
Transit,,5820.00,
Transit,,5603.00,
Transit,,4315.00,
Transit,,5262.00,
Transit,,5839.00,
Transit,,4223.00,
Transit,,5595.00,
Transit,0.143000,5774.00,-0.038
Transit,0.227000,5774.00,-0.038
Transit,0.027300,5774.00,-0.038
Transit,,6080.00,
Transit,,4836.00,
Transit,,4184.00,
Transit,,5647.00,
Transit,,5682.00,
Transit,,5682.00,
Transit,,6160.00,
Transit,,5461.00,
Transit,,6035.00,
Transit,,6106.00,
Transit,,5973.00,
Transit,,6154.00,
Transit,0.073100,4550.00,
Transit,,6230.00,
Transit,,6112.00,
Transit,,5998.00,
Transit,,4687.00,
Transit,,5877.00,
Transit,,6173.00,
Transit,,5248.00,
Transit,,5418.00,
Transit,,6028.00,
Transit,,6113.00,
Transit,,5883.00,
Transit,,5883.00,
Transit,,5883.00,
Transit,,5403.00,
Transit,,5403.00,
Transit,,5663.00,
Transit,,5671.00,
Transit,,5988.00,
Transit,,6167.00,
Transit,,4673.00,
Transit,,5806.00,
Transit,,5743.00,
Transit,,4700.00,
Transit,,5869.00,
Transit,,5669.00,
Radial Velocity,,5669.00,
Transit,,6335.00,
Transit,,5241.00,
Transit,,5331.00,
Transit,,5346.00,
Transit,,5001.00,
Transit,,4830.00,
Transit,,5482.00,
Transit,,6095.00,
Transit,,6095.00,
Transit,,5533.00,
Transit,,5471.00,
Transit,,4781.00,
Radial Velocity,,4781.00,
Transit,,5769.00,
Transit,,5539.00,
Transit,,4861.00,
Transit,,5612.00,
Transit,,5409.00,
Transit,,5718.00,
Transit,,5665.00,
Transit,,5508.00,
Transit,,5679.00,
Transit,,5403.00,
Transit,,5699.00,
Transit,,5857.00,
Transit,,4834.00,
Transit,,5730.00,
Transit,,5416.00,
Transit,,5416.00,
Transit,,4990.00,
Transit,,5350.00,
Transit,,6040.00,
Transit,,4963.00,
Transit,,5421.00,
Transit,,7005.00,
Transit,,5690.00,
Transit,,4755.00,
Transit,,5582.00,
Transit,,5478.00,
Transit,,5461.00,
Transit,,5427.00,
Transit,,5886.00,
Transit,,5840.00,
Transit,,5178.00,
Transit,,5178.00,
Transit,,4598.00,
Transit,,4598.00,
Transit,,5214.00,
Transit,,5214.00,
Transit,,5779.00,
Radial Velocity,,5779.00,
Transit,,4511.00,
Transit,,5431.00,
Transit,,6146.00,
Transit,,5213.00,
Transit,,3687.00,
Transit,,4897.00,
Transit,,5232.00,
Transit,,5315.00,
Transit,,6002.00,
Transit,,5310.00,
Transit,,5539.00,
Transit,,5935.00,
Transit,,5718.00,
Transit,,6139.00,
Transit,,6052.00,
Transit,,5610.00,
Transit,,5434.00,
Transit,,5642.00,
Transit,,5637.00,
Transit,,4005.00,
Transit,,5074.00,
Transit,,4782.00,
Transit,,5948.00,
Transit,,5948.00,
Transit,,4392.00,
Transit,,4944.00,
Transit,,3843.00,
Transit,,3934.00,
Transit,,5206.00,
Transit,,6014.00,
Transit,,6150.00,
Transit,,6058.00,
Transit,,6237.00,
Transit,0.020910,3800.00,-1.172
Transit,0.022820,3412.00,
Transit,0.031700,3412.00,
Transit,0.050600,3412.00,
Transit,0.093600,3216.00,-2.356
Transit,0.026750,3216.00,-2.356
Transit,0.040400,3643.00,-1.387
Transit,0.006220,3036.00,-2.565
Transit,0.009690,2960.00,-2.697
Transit,0.029392,2960.00,-2.697
Radial Velocity,0.087600,3475.00,-1.699
Transit,0.038070,3337.00,
Imaging,14.700000,,
Imaging,18.600000,,
Transit,0.046400,5000.00,
Transit,0.043000,7554.00,1.176
Transit,0.047000,7800.00,1.087
Microlensing,0.620000,,
Microlensing,0.720000,,
Microlensing,1.610000,,
Microlensing,2.700000,,
Microlensing,3.200000,,
Microlensing,2.400000,,
Microlensing,1.800000,,
Microlensing,1.210000,,
Microlensing,2.900000,,
Microlensing,0.920000,,
Microlensing,1.720000,,
Microlensing,2.000000,5950.00,
Microlensing,4.140000,,
Microlensing,0.950000,,
Microlensing,0.690000,,
Microlensing,1.100000,,
Microlensing,4.300000,,
Microlensing,10.200000,,
Microlensing,0.900000,,
Microlensing,0.940000,,
Microlensing,0.240000,,
Microlensing,1.670000,,
Microlensing,0.950000,,
Microlensing,8.300000,,
Microlensing,0.480000,,
Eclipse Timing Variations,1.613000,,
Radial Velocity,0.530000,4284.00,
Radial Velocity,,4200.00,
Radial Velocity,,5780.00,
Radial Velocity,,5725.00,
Radial Velocity,,6165.00,
Transit,0.032600,3916.00,
Transit,0.014300,4600.00,
Transit,0.063000,6478.00,
Transit,0.023000,5600.00,
Transit,0.019000,5143.00,
Transit,0.038200,4987.00,
Transit,0.016770,4730.00,-0.592
Transit,0.035000,5241.00,
Transit,0.058000,6330.00,
Eclipse Timing Variations,5.350000,57000.00,
Eclipse Timing Variations,3.430000,57000.00,
Eclipse Timing Variations,3.120000,40000.00,
Eclipse Timing Variations,,8868.67,
Eclipse Timing Variations,,8868.67,
