# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr 26 17:25:21 2020
#
# User preference: *
#
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth radii]
#
pl_discmethod,pl_orbper,pl_rade
Transit,13.29700400,0.860
Transit,3.24410700,1.510
Transit,14.51143000,1.460
Transit,21.08721000,13.900
Transit,6.73808800,0.820
Transit,13.06002200,0.790
Transit,7.41675500,3.200
Transit,20.48543500,3.540
Transit,5.34185300,1.000
Transit,10.42311800,1.100
Transit,9.18241700,1.290
Transit,14.61361200,1.330
Transit,8.00501300,1.600
Transit,12.13068600,1.660
Transit,7.05434600,1.030
Transit,34.98926200,1.320
Transit,42.99400000,3.500
Transit,88.50500000,5.300
Transit,22.25094900,2.460
Transit,135.49852700,6.180
Transit,4.08142300,0.930
Transit,11.41941200,1.010
Transit,6.83437001,0.880
Transit,14.42528100,0.960
Transit,26.67569000,1.430
Transit,58.03461600,1.890
Transit,3.21346000,4.002
Transit,6.87349000,13.110
Transit,9.02438900,1.650
Transit,17.34082400,1.490
Transit,14.38303500,1.710
Transit,47.31821800,2.150
Transit,184.25640500,2.270
Transit,4.02875100,1.220
Transit,6.12482100,1.560
Transit,8.92109900,1.380
Transit,11.24286100,1.460
Transit,7.03146200,1.250
Transit,54.28074900,1.750
Transit,13.61159129,1.420
Transit,11.82985100,1.270
Transit,14.75116600,1.720
Transit,10.61383900,2.080
Transit,29.72668200,4.660
Transit,2.42629000,1.430
Transit,4.62332000,0.850
Transit,0.66931000,1.070
Radial Velocity,3000.00000000,
Transit,2.46502000,0.820
Transit,68.95840000,1.190
Transit,1.85555820,14.460
Transit,17.83364800,2.838
Transit,3.00515600,2.401
Transit,7.83443500,4.421
Transit,58.02035000,3.319
Transit Timing Variations,31.50972800,
Transit,1.72086040,15.031
Transit,66.26200000,4.347
Transit Timing Variations,4.70000000,1.710
Transit Timing Variations,7.17100000,3.010
Transit Timing Variations,4.17600000,1.210
Transit Timing Variations,8.70800000,
Transit Timing Variations,6.31900000,2.480
Transit Timing Variations,12.20900000,
Transit Timing Variations,12.33100000,2.310
Transit Timing Variations,15.94300000,
Transit,86.67856000,13.450
Transit,69.75460000,10.800
Transit Timing Variations,675.47000000,
Transit,1.21376720,0.780
Transit,0.45328509,0.730
Transit,1.86516900,0.570
Transit,704.19840000,4.160
Transit,7.89144830,12.890
Transit,2.68432850,13.361
Transit,3.31186440,9.980
Radial Velocity,223.30000000,
Transit,3.79701816,10.962
Transit,3.21751883,12.220
Transit,10.29099400,13.790
Transit,3.52563254,12.110
Transit,3.02409490,13.664
Transit,35.96800000,3.250
Transit,110.97900000,1.750
Transit,6.80300000,0.764
Transit,8.70300000,0.668
Transit,11.92200000,1.110
Transit,52.50112900,12.834
Radial Velocity,406.20000000,
Transit,5.33408384,16.250
Transit,12.87470990,12.670
Transit,8.60015360,22.310
Transit,64.00205000,2.730
Transit,16.79713874,2.330
Transit,66.65062000,2.140
Transit,35.23319000,1.120
Transit,178.13960000,2.240
Transit,3.24672930,12.220
Transit,101.11141000,1.860
Transit,207.24820000,1.640
Transit,112.30530000,1.340
Transit,177.66930000,2.330
Transit,3.60010530,0.403
Transit,4.54588410,0.497
Transit,6.18939200,0.530
Transit,7.74349300,0.546
Transit,9.74048600,0.741
Transit,2.98415100,1.580
Transit,4.87122900,2.510
Transit,8.15275000,1.250
Transit,1.56540900,1.500
Transit,3.03617900,1.110
Transit,5.14892100,1.350
Transit,7.79430132,18.490
Transit Timing Variations,2500.00000000,
Transit,12.58242000,2.056
Transit,33.67270000,2.764
Transit,2.45523900,10.760
Transit,28.45485100,6.140
Transit,15.41313500,2.620
Transit,7.51464000,0.837
Transit,384.84300000,1.630
Transit,240.50300000,6.204
Transit,10.57000000,2.354
Radial Velocity,523.90000000,
Transit,20.74028413,4.200
Transit,33.60134000,9.057
Transit Timing Variations,57.01100000,
Transit,6.76658900,1.640
Transit,220.13033570,5.520
Transit,8.31378306,2.580
Transit,84.68798080,3.770
Transit,8.98101683,3.050
Transit,7.25696522,3.300
Transit,9.94067247,2.950
Transit,51.07926307,2.850
Transit,3.70921385,1.250
Transit,24.99324193,2.250
Transit,38.47875707,13.340
Transit,49.46430000,3.050
Transit,303.22700000,4.650
Transit,187.36600000,7.040
Transit,24.66919569,14.440
Transit,5.01423457,14.960
Transit,4.17625551,3.220
Transit,14.55731705,4.080
Transit,5.66067294,3.060
Transit,3.10550819,2.490
Transit,14.00640607,3.080
Transit,11.11990653,2.070
Transit,13.22175760,2.710
Transit,12.49341307,2.120
Transit,4.77800000,1.880
Transit,9.67395000,2.710
Transit,42.89610000,2.040
Radial Velocity,982.00000000,
Transit,4.91958380,2.780
Transit,10.06082567,2.500
Transit,56.35418576,2.360
Transit,30.22910400,3.210
Transit,10.04556931,2.280
Transit,3.24325980,14.410
Transit,30.36044667,11.000
Transit,15.35876840,11.420
Transit,38.65199760,2.680
Transit,3.12082923,15.790
Transit,17.27629612,7.720
Transit,7.20379450,2.720
Transit,10.91293430,2.550
Transit,2.57654900,1.600
Transit,18.59610800,1.560
Transit,3.26869515,11.650
Transit,4.22538451,8.920
Transit,11.72012266,9.590
Transit,3.00387658,15.130
Transit,8.02511821,7.140
Transit,3.41303622,5.230
Transit,8.30864937,2.320
Transit,3.57320367,6.040
Transit,9.61375356,3.030
Transit,5.63252845,2.170
Transit,3.54846570,15.984
Transit,7.81254000,1.710
Transit,9.37647000,2.170
Transit,8.50832440,2.580
Transit,5.64067757,4.300
Transit,4.28686431,4.770
Transit,9.54927542,1.590
Transit,27.52197994,2.600
Transit,6.88340550,2.730
Transit,3.56809693,1.300
Transit,25.30889748,1.640
Transit,41.74600392,2.490
Transit,45.15400000,7.100
Transit,85.31200000,9.000
Transit,130.19400000,9.700
Transit,19.55659418,2.470
Transit,296.63786500,6.350
Transit,34.43587975,2.690
Transit,28.86235584,2.200
Transit,5.65179605,1.720
Transit,19.96371318,1.460
Transit,24.85462415,5.740
Transit,60.92832271,2.670
Transit,8.51203588,2.110
Transit,24.30789460,2.100
Transit,7.87735650,2.100
Transit,16.38500210,1.840
Transit,36.44517100,1.950
Transit,19.67416124,1.660
Transit,5.21104261,1.070
Transit,22.20813214,3.180
Transit,38.58422849,6.910
Transit,5.83598311,1.960
Transit,7.97419807,1.910
Transit,1.88897906,0.960
Transit,18.68404933,2.630
Transit,5.45849832,1.990
Transit,13.28535633,2.840
Transit,19.78297415,2.080
Transit,1.98035766,1.860
Transit,12.83450220,2.000
Transit,18.64895250,2.890
Transit,38.55830380,3.170
Transit,9.75196200,2.120
Transit,39.30941904,3.010
Transit,29.88485741,2.780
Transit,12.92491623,2.570
Transit,28.51120525,3.380
Transit,15.95994513,2.240
Transit,4.90332155,2.360
Transit,1.82708230,3.100
Transit,3.24755522,1.410
Transit,81.73778000,2.215
Transit,125.63243000,8.373
Transit Timing Variations,1000.00000000,
Transit,8.01094340,2.100
Transit,12.07172490,1.230
Transit,20.99569400,1.530
Transit,172.70497840,2.710
Transit,5.08005848,3.360
Transit,13.14497566,1.570
Transit,13.89961966,2.500
Transit,21.41616926,2.120
Transit,13.24934059,2.690
Transit,4.14702026,7.000
Transit,6.01038429,4.000
Transit,4.45419434,11.990
Transit,42.94956490,2.570
Transit,117.04049800,2.930
Transit,27.94814490,2.430
Transit,42.15164180,2.210
Transit,2.21109900,1.590
Transit,4.61753400,1.550
Transit,10.19854500,1.590
Transit,8.60010411,4.420
Transit,12.37646610,2.730
Transit,5.26341577,3.950
Transit,4.03046804,4.630
Transit,328.23995460,11.200
Transit,1.90220856,4.290
Transit,16.21775407,2.830
Transit,11.72292176,2.240
Transit,3.70598955,2.670
Transit,29.00790538,2.370
Transit,17.58752333,3.610
Transit,10.50160000,6.510
Transit,21.40239000,9.800
Radial Velocity,1002.00000000,
Transit,18.47764449,1.720
Transit,58.36204950,6.960
Transit,5.35016198,2.680
Transit,18.00931444,5.210
Transit,22.18432708,3.090
Transit,3.75083228,4.630
Transit,4.24374723,3.640
Transit,18.42794624,2.150
Transit,16.54297375,2.250
Transit,11.02347475,2.260
Transit,34.18890521,3.160
Transit,5.72931960,2.190
Transit,11.60925670,1.550
Transit,4.30166200,2.450
Transit,4.79859939,2.640
Transit,17.20523483,2.580
Transit,22.18329658,2.790
Transit,7.65880414,2.390
Transit,9.37891944,2.390
Transit,29.91136794,3.270
Transit,25.69578251,2.550
Transit,1.61688370,2.000
Transit,9.66857723,2.000
Transit,10.21849540,2.780
Transit,15.57415680,2.860
Transit,40.10137100,2.940
Transit,8.22241966,2.570
Transit,40.60698210,2.630
Transit,18.49235668,3.680
Transit,6.51002530,2.280
Transit,35.18103040,4.210
Transit,2.75235975,2.830
Transit,2.10472218,2.790
Transit,10.94027841,2.230
Transit,4.22162536,2.630
Transit,16.54964934,2.270
Transit,11.86817070,1.100
Transit,17.98012350,1.980
Transit,5.85296257,4.020
Transit,81.16942990,3.390
Transit,2.82019241,2.390
Transit,21.21708973,2.870
Transit,13.64618192,2.180
Transit,25.30292332,3.810
Transit,21.30022655,3.460
Transit,13.02365861,2.370
Transit,3.70175428,1.500
Transit,15.65562652,2.840
Transit,3.23469960,14.617
Transit,7.13340000,1.710
Transit,8.91870000,1.900
Transit,11.89810000,1.990
Transit,23.67517607,2.900
Transit,5.37886844,1.900
Transit,15.28469497,2.090
Transit,21.05358596,2.650
Transit,127.90757740,6.500
Transit,6.21712920,1.320
Transit,25.85501786,2.590
Transit,3.38353807,1.440
Transit,2.35895152,0.860
Transit,24.31575992,3.310
Transit,0.63816320,0.870
Transit,6.41251504,3.640
Transit,6.52121067,3.350
Transit,59.87756000,2.150
Transit,6.99692655,4.190
Transit,151.86392000,3.300
Transit,2.43703330,1.650
Transit,3.72215641,2.840
Transit,15.77979614,2.290
Transit,14.03491514,2.390
Transit,10.35584657,1.740
Transit,9.99761851,2.430
Transit,90.41135560,3.410
Transit,1.68269615,1.320
Transit,3.59576964,2.600
Transit,5.40427220,3.160
Transit,1.20846503,1.690
Transit,5.71493200,1.310
Transit,12.44170000,0.540
Transit,18.16406000,1.950
Transit,122.38740000,1.610
Transit,267.29100000,1.410
Transit,12.91375431,3.320
Transit,2.62811375,2.300
Transit,14.28226676,2.130
Transit,9.07097734,3.010
Transit,14.58649607,2.310
Transit,7.75192492,1.990
Transit,4.16536510,1.050
Transit,14.48585199,2.290
Transit,40.69944430,3.730
Transit,15.45805670,8.400
Transit,7.23858540,1.380
Transit,9.43415050,6.110
Transit,161.47439370,3.180
Transit,17.97979059,2.900
Transit,30.99660733,2.210
Transit,8.50340718,1.630
Transit,5.16950177,1.890
Transit,23.44971004,2.640
Transit,16.08066115,4.450
Transit,23.20584623,4.750
Transit,6.07972888,1.830
Transit,10.21420496,2.380
Transit,22.24813967,2.560
Transit,9.48961571,1.850
Transit,4.41745855,2.900
Transit,16.33889626,10.160
Transit,3.17391710,3.150
Transit,3.27582262,2.100
Transit,15.87364565,1.990
Transit,16.22546490,1.170
Transit,17.42117490,3.220
Transit,29.90722674,2.260
Transit,2.15491000,1.420
Transit,5.85994400,2.580
Transit,8.13123000,1.520
Radial Velocity,258.80000000,
Transit,3.03214559,2.960
Transit,21.38521506,2.370
Transit,4.18200253,2.490
Transit,14.70748976,1.950
Transit,0.90037648,0.780
Transit,13.72465129,2.070
Transit,46.40633580,2.710
Transit,1.26025909,3.120
Transit,24.54350418,3.520
Transit,1.28707676,1.630
Transit,17.67179600,2.500
Transit,17.81581500,2.800
Transit,9.27358194,2.570
Transit,6.02930132,3.070
Transit,21.67697486,2.180
Transit,4.99678284,2.600
Transit,2.52559332,2.660
Transit,16.01310205,2.600
Transit,4.49876092,2.400
Transit,41.43962808,4.730
Transit,8.35390639,2.700
Transit,4.12554687,4.830
Transit,15.72590000,2.940
Transit,2.81650485,13.180
Transit,4.28095859,2.690
Transit,38.37746230,2.500
Transit,3.72873109,6.540
Transit,2.24338185,1.690
Transit,2.33743801,2.440
Transit,11.59822172,3.040
Transit,6.57531678,5.380
Transit,7.27503724,5.140
Transit,12.39358604,3.010
Transit,5.39880000,
Transit,9.60510000,
Radial Velocity,634.60000000,
Transit,3.68992629,2.420
Transit,26.39435646,3.080
Transit,12.61190667,7.370
Transit,2.53918318,1.970
Transit,6.77030201,3.360
Transit,1.62552220,10.580
Transit,1.59474546,12.150
Transit,20.50586978,3.520
Transit,3.89593684,9.760
Transit,22.36656079,2.890
Transit,13.72234100,2.240
Transit,242.46130000,1.710
Transit,7.74809437,5.950
Transit,8.11437900,2.090
Transit,21.81293494,3.110
Transit,15.37563332,10.180
Transit,6.36584161,2.800
Transit,3.04033042,9.210
Transit,4.19042557,6.140
Transit,3.70987065,4.130
Transit,16.32976218,3.680
Transit,27.80756293,14.110
Transit,4.88548920,18.181
Transit,80.87206390,5.990
Transit,10.35533177,2.840
Transit,10.52629406,9.170
Transit,4.58352176,8.200
Transit,3.76182115,2.610
Transit,56.05605380,2.110
Transit,41.40831347,13.170
Transit,2.23749275,1.330
Transit,3.16789194,2.930
Transit,16.08524954,2.920
Transit,4.34728553,1.880
Transit,23.58914398,3.410
Transit,21.02247699,3.410
Transit,226.89047000,4.850
Transit,7.41114100,2.480
Transit,8.09888799,9.670
Transit,10.00652995,3.750
Transit,10.37168453,2.900
Transit,4.40840023,2.420
Transit,2.05234990,16.560
Transit,5.00731778,8.520
Transit,4.70832654,8.410
Transit,5.39202539,2.640
Transit,4.09357325,2.630
Transit,105.14474900,2.820
Transit,4.08227507,12.190
Transit,3.31494634,3.290
Transit,39.64317811,10.630
Transit,21.80451088,3.260
Transit,5.15448442,2.530
Transit,5.74347727,3.340
Transit,3.16635371,3.580
Transit,6.49168281,12.330
Transit,2.85188338,1.569
Transit,3.85560355,13.880
Transit,9.46781405,2.180
Transit,0.89304124,1.270
Transit,20.83424726,2.820
Transit,6.10485286,3.560
Transit,11.51516988,2.950
Transit,3.60147201,2.930
Transit,28.59915399,1.960
Transit,24.58721573,2.500
Transit,12.53248465,3.320
Transit,7.34071100,10.760
Transit,3.58410122,4.570
Transit,7.03902374,2.970
Transit,8.36086824,3.240
Transit,3.17926292,1.210
Transit,12.06222443,1.620
Transit,9.93143556,2.160
Transit,3.48159251,1.110
Transit,35.61760587,5.270
Transit,7.40742793,2.520
Transit,17.31716585,3.100
Transit,8.88491160,11.770
Transit,9.42887179,3.070
Transit,4.08899022,1.620
Transit,17.44490636,2.460
Transit,18.82747265,2.810
Transit,5.74772501,1.910
Transit,14.55962370,2.010
Transit,1.26909037,1.760
Transit,2.85313364,1.260
Transit,1.22486632,1.120
Transit,1.02267882,1.360
Transit,12.10971040,2.480
Transit,4.75793986,1.690
Transit,20.49661970,2.120
Transit,8.19347190,1.530
Transit,41.80598500,2.270
Orbital Brightness Modulation,1.54492980,15.244
Transit,8.70419416,3.060
Transit,2.46697439,1.480
Transit,10.12804789,2.030
Transit,3.77055210,12.680
Transit,1.19655156,1.220
Transit,7.33683936,1.640
Transit,27.66552260,2.430
Transit,6.10027804,3.390
Transit,161.52801010,6.640
Transit,11.39100250,1.790
Transit,7.42608998,2.920
Transit,15.98701740,1.790
Transit,3.57878087,10.761
Transit,18.92540274,2.300
Transit,1.47532231,1.200
Transit,4.15244722,1.400
Transit,8.73485836,1.820
Transit,12.99207337,1.820
Transit,3.74910006,1.430
Transit,11.08957230,3.170
Transit,0.97486893,1.190
Transit,4.89718784,1.280
Transit,5.72812599,1.470
Transit,3.75574426,1.680
Transit,7.09714223,0.920
Transit,0.35500744,1.121
Transit,0.67737516,0.890
Transit,13.21407320,2.890
Transit,158.68533080,3.210
Transit,4.29264638,0.780
Transit,31.59226460,1.580
Transit,1.97376093,13.020
Transit,53.52934870,2.430
Transit,0.92831050,1.280
Transit,8.39846269,2.550
Transit,8.63847725,2.120
Transit,13.48450000,3.470
Transit,27.40290000,3.720
Transit,52.09020000,7.160
Transit,81.06590000,3.490
Transit,13.73469807,2.180
Transit,14.55397590,3.050
Transit,11.30119217,1.960
Transit,4.24153639,1.370
Transit,11.13125132,2.110
Transit,29.61934210,1.680
Transit,6.40087618,1.300
Transit,27.07237711,2.170
Transit,13.71933369,2.390
Transit,133.46052350,6.880
Transit,3.52249910,15.872
Transit,7.05246000,2.670
Transit,9.52355000,2.740
Transit,3.07222000,1.530
Transit,4.64489000,1.600
Transit,0.98678730,1.210
Transit,14.64558000,1.130
Transit,14.13176026,2.850
Transit,11.41928253,2.000
Transit,40.05874730,3.540
Transit,50.28638192,3.790
Transit,14.37457351,1.940
Transit,9.65185017,1.140
Transit,30.86389310,2.890
Transit,8.09219642,1.140
Transit,117.93108781,10.420
Transit,0.63133235,1.460
Transit,55.63934000,3.010
Transit,5.95500000,2.420
Transit,12.04000000,2.370
Transit,20.83784600,1.210
Transit,4.59725385,1.930
Transit,23.58447697,2.700
Transit,10.11716531,3.550
Transit,19.12947337,2.140
Transit,6.14698510,2.120
Transit,8.57503552,4.110
Transit,10.50682565,10.240
Transit,3.99010623,9.030
Transit,10.03538581,5.110
Transit,33.19956480,2.760
Transit,26.44000000,4.070
Transit,51.54000000,5.340
Transit,2.38296100,1.770
Transit,5.90220600,2.470
Transit Timing Variations,75.73200000,
Transit,127.83380980,6.090
Transit,1.92279873,1.310
Transit,3.22296927,1.770
Transit,4.16809082,1.570
Transit,4.51436633,1.870
Transit,3.77360059,1.530
Transit,8.18182460,1.840
Transit,4.48758907,1.250
Transit,51.92927591,5.630
Transit,0.56785714,1.510
Transit,6.88337562,2.110
Transit,9.77000000,2.830
Transit,20.09000000,2.360
Transit,5.16979600,1.940
Transit,11.29695137,1.700
Transit,5.62153941,1.270
Transit,7.13969410,2.060
Transit,18.75469980,2.020
Transit,13.32388301,2.020
Transit,11.41909375,2.790
Transit,11.36112327,2.730
Transit,16.56059504,2.560
Transit,15.74957994,2.730
Transit,37.81445140,2.570
Transit,8.72600000,2.230
Transit,12.88300000,2.360
Transit,4.22453700,1.380
Transit,27.43438900,2.600
Transit,44.55216900,2.200
Transit,2.49577962,17.070
Transit,124.41983980,5.230
Transit,1.21956827,1.600
Transit,2.05387982,2.590
Transit,2.61302086,1.680
Transit,0.92785982,2.040
Transit,19.80792185,2.480
Transit,2.34323190,1.180
Transit,6.91134416,1.700
Transit,394.62449040,7.140
Transit,8.30600000,1.970
Transit,12.51300000,2.180
Transit,17.91323000,1.200
Transit,25.21675100,1.270
Transit,7.19303878,1.780
Transit,8.50699658,1.680
Transit,44.93098040,2.540
Transit,7.16892463,1.690
Transit,2.14463285,16.720
Transit,7.88663110,8.350
Transit,8.02768059,9.300
Transit,85.35129427,6.800
Transit,76.13602028,4.870
Transit,20.38177573,3.090
Transit,5.10137945,3.240
Transit,3.94963138,2.280
Transit,3.14866453,2.210
Transit,15.59461874,2.900
Transit,5.83376092,2.400
Transit,14.16399294,2.490
Transit,2.61703254,1.630
Transit,150.24212700,4.640
Transit,5.03251791,2.050
Transit,40.42877550,3.610
Transit,114.73635000,13.490
Transit,191.23180000,6.140
Transit,21.35876210,2.780
Transit,22.04590180,3.740
Transit,2.57885507,1.990
Transit,20.55338440,3.750
Transit,40.06867270,3.940
Transit,27.50737990,2.900
Transit,5.14438011,1.430
Transit,18.45847097,2.120
Transit,25.94220330,1.930
Transit,33.38559380,2.570
Transit,7.71468975,2.660
Transit,4.44448017,1.780
Transit,3.98953967,1.230
Transit,12.98495573,1.780
Transit,5.69919514,1.230
Transit,18.11472949,2.500
Transit,6.24146367,1.520
Transit,20.42228798,1.840
Transit,7.63846023,1.130
Transit,70.69790610,1.760
Transit,3.74443900,1.090
Transit,52.75875577,8.890
Transit,53.44945593,6.410
Transit,13.75210720,2.810
Transit,6.33855761,3.030
Transit,9.80322400,2.780
Transit,2.80624233,1.540
Transit,144.54739600,2.530
Transit,8.04726420,2.390
Transit,5.87061910,1.490
Transit,19.17891293,2.680
Transit,19.23891000,8.290
Transit,38.98530000,8.080
Transit,1.59285100,1.640
Transit,14.44912000,1.320
Transit,6.99130860,2.080
Transit,3.51749439,1.370
Transit,40.10995470,2.540
Transit,10.35077210,2.010
Transit,62.92285570,2.530
Transit,3.02166863,1.770
Transit,5.08274652,1.410
Transit,41.69799760,2.110
Transit,15.86621821,1.200
Transit,1.34059747,1.220
Transit,13.93290318,1.470
Transit,6.24658000,15.323
Transit,2.36436901,0.820
Transit,20.31050100,2.600
Transit,2.53475627,2.800
Transit,10.29672521,2.060
Transit,4.40966548,1.380
Transit,4.59489604,1.500
Transit,32.29687980,1.760
Transit,2.97041437,1.910
Transit,4.85386933,1.740
Transit,11.04603384,2.250
Transit,13.74900000,3.510
Transit,26.72300000,2.600
Transit,49.35680000,2.067
Transit,6.53192704,2.420
Transit,100.82741130,3.800
Transit,51.30063400,2.870
Transit,0.93846683,1.420
Transit,6.93366476,1.380
Transit,61.03701170,3.070
Transit,33.86785310,2.340
Transit,52.06886010,2.310
Transit,9.11499030,1.720
Transit,3.93246130,1.590
Transit,0.92103214,1.110
Transit,4.72674000,1.569
Radial Velocity,1460.00000000,
Transit,71.45177750,2.130
Transit,8.03755877,1.330
Transit,1.92143740,1.370
Transit,14.20443009,2.460
Transit,55.67383090,2.090
Transit,4.88083852,1.350
Transit,10.56134221,1.450
Transit,67.66882700,3.720
Transit,153.34336400,2.670
Transit,52.62984170,2.220
Transit,14.87829600,1.750
Transit,2.50806000,3.510
Radial Velocity,820.30000000,
Transit,59.62252570,3.340
Transit,17.42395198,3.080
Transit,44.96417488,2.130
Transit,49.77014380,5.930
Transit,43.31677370,2.630
Transit,31.00338140,2.630
Transit,11.79162572,1.930
Transit,26.96443170,2.280
Transit,7.76846622,1.850
Transit,8.68930730,2.910
Transit,11.52310000,3.420
Transit,98.71804060,8.980
Transit,71.52530845,5.590
Transit,130.35469190,7.650
Transit,88.40655258,4.210
Transit,9.10967112,1.190
Transit,16.78176602,2.320
Transit,14.53244172,3.130
Transit,5.24867263,3.000
Transit,5.90741354,5.500
Transit,9.76788050,2.060
Transit,14.80074836,4.380
Transit,16.23850000,2.670
Transit,3.12686223,2.290
Transit,16.87727414,2.550
Transit,12.05707239,1.970
Transit,9.97683705,2.660
Transit,13.52251060,2.120
Transit,134.25272980,3.380
Transit,99.74762200,4.130
Transit,13.22713379,2.350
Transit,198.71125020,3.650
Transit,3.69298373,2.000
Transit,5.70940492,1.690
Transit,34.17317140,2.070
Transit,1.68293460,0.990
Transit,2.58664000,1.480
Radial Velocity,789.00000000,
Transit,16.73652231,2.770
Transit,9.59070716,2.130
Transit,7.03932553,4.650
Transit,49.60773310,1.960
Transit,4.19449651,1.570
Transit,1.97034246,1.480
Transit,105.95641480,3.960
Transit,26.85328322,2.620
Transit,49.62215090,2.990
Transit,8.08801350,2.720
Transit,1.54168000,1.990
Transit,11.55102504,2.670
Transit,4.46975774,2.310
Transit,15.77382210,2.250
Transit,60.08550820,2.360
Transit,43.03422720,2.120
Transit,116.33190100,2.980
Transit,56.43499380,2.360
Transit,105.30331480,3.260
Transit,17.76080053,2.070
Transit,7.96431535,2.210
Transit,4.60358000,1.480
Transit,9.91723428,2.600
Transit,0.53835431,1.530
Transit,82.53425190,2.540
Transit,20.16034462,1.620
Transit,22.08557563,2.970
Transit,1.15116651,1.600
Transit,28.26731672,2.700
Transit,3.77059058,1.980
Transit,2.70730672,1.360
Transit,5.65377733,2.320
Transit,5.99185702,2.340
Transit,1.40150000,1.390
Transit,2.25310000,0.800
Transit,3.69040000,1.350
Transit,7.45120000,1.570
Transit,24.73695900,1.727
Transit,3.77793100,1.282
Transit,3.81433000,1.088
Transit,0.46292913,1.303
Transit,0.94800500,1.120
Transit,4.98996300,2.310
Radial Velocity,14.43990000,
Transit,5.35882000,1.380
Imaging,,
Imaging,,
Transit,3.91405000,9.976
Transit,2.14878000,16.814
Transit,2.82406000,17.150
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,2774.00000000,
Microlensing,,
Microlensing,1982.00000000,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Eclipse Timing Variations,760.00000000,
Radial Velocity,121.71000000,
Radial Velocity,511.21000000,
Radial Velocity,6.95900000,
Radial Velocity,5.11800000,
Radial Velocity,4.08700000,
Transit,2.64729800,14.908
Transit,0.76689440,13.507
Transit,4.51116400,17.878
Transit,1.67537280,16.589
Transit,1.33735080,3.180
Transit,3.35698660,12.733
Transit,0.88205900,14.863
Transit,2.49970000,12.218
Transit,4.43527000,11.994
Eclipse Timing Variations,5573.55000000,
Eclipse Timing Variations,2883.50000000,
Eclipse Timing Variations,3225.00000000,
Eclipse Timing Variations,3160.00000000,
Eclipse Timing Variations,8799.00000000,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,3285.00000000,
Microlensing,1788.50000000,
Microlensing,4927.50000000,
Microlensing,2557.00000000,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,1224.00000000,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,,
Microlensing,5480.00000000,
Microlensing,,
Microlensing,,
Transit,1.21191890,15.278
Transit,3.10127800,14.011
Transit,4.01444630,11.422
Transit,1.43247520,12.251
Transit,1.68986800,13.450
Transit,3.97910000,12.666
Transit,3.67724000,15.244
Transit,2.48553350,18.046
Imaging,7300000.00000000,
Imaging,43500.00000000,14.572
Imaging,,
Transit,138.31700000,6.180
Transit,282.52550000,10.120
Transit,3.16062960,10.548
Pulsar Timing,10140.00000000,
Pulsar Timing,25.26200000,
Pulsar Timing,66.54190000,
Pulsar Timing,98.21140000,
Pulsar Timing,,
Pulsar Timing,0.09070629,
Pulsar Timing,0.32296400,
Radial Velocity,4.42640000,
Radial Velocity,2.14610000,
Radial Velocity,4850.00000000,
Radial Velocity,11.18600000,
Transit,1.42002420,12.812
Transit,1.64532100,17.295
Transit,1.33711647,14.056
Transit,2.50792040,12.285
Transit,1.80535640,12.722
Transit,2.87923190,12.408
Transit,3.50619500,11.904
Transit,2.03204600,19.055
Transit,3.71495000,14.404
Transit,1.54073100,11.310
Imaging,,
Imaging,,
Eclipse Timing Variations,4343.50000000,
Radial Velocity,9.86580000,
Imaging,,13.675
Imaging,,
Transit,1.79600000,12.666
Transit,4.20000000,9.079
Radial Velocity,10.79000000,
Microlensing,,
Transit,4.06649900,3.650
Transit,8.35038100,16.814
Transit,4.65382000,2.726
Transit,9.15059000,2.759
Transit,19.98000000,2.930
Transit,2.10970190,3.420
Transit,5.85748700,14.067
Transit,4.23130600,16.690
Transit,9.47725000,10.817
Transit,34.55600000,11.290
Transit,17.08900000,7.690
Transit,3.36008000,1.247
Transit,5.66017200,2.420
Transit,11.38014000,2.130
Transit,83.89110000,6.710
Transit,1.51087081,1.086
Transit,2.42182330,1.056
Transit,4.04961000,0.772
Transit,6.09961500,0.918
Transit,9.20669000,1.045
Transit,12.35294000,1.127
Transit,18.76700000,0.752
Radial Velocity,198.40000000,
