# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr 26 16:51:28 2020
#
# User preference: *
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_name:        Planet Name
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_rade:        Planet Radius [Earth radii]
#
pl_hostname,pl_name,pl_dens,pl_eqt,pl_masse,pl_rade
Kepler-1307,Kepler-1307 b,,,,2.470
Kepler-1308,Kepler-1308 b,,,,0.520
Kepler-1309,Kepler-1309 b,,,,2.370
Kepler-131,Kepler-131 b,6.00000,,16.13000,2.410
Kepler-131,Kepler-131 c,77.70000,,8.25000,0.840
Kepler-1310,Kepler-1310 b,,,,1.440
Kepler-1311,Kepler-1311 b,,,,1.240
Kepler-1311,Kepler-1311 c,,,,1.220
Kepler-1312,Kepler-1312 b,,,,2.100
Kepler-1313,Kepler-1313 b,,,,1.760
Kepler-1314,Kepler-1314 b,,,,5.110
Kepler-1315,Kepler-1315 b,,,,1.380
Kepler-1316,Kepler-1316 b,,,,3.540
Kepler-1317,Kepler-1317 b,,,,1.560
Kepler-1318,Kepler-1318 b,,,,3.110
Kepler-1319,Kepler-1319 b,,,,1.340
Kepler-132,Kepler-132 b,,,,1.210
Kepler-132,Kepler-132 c,,,,1.280
Kepler-132,Kepler-132 d,,,,1.550
Kepler-132,Kepler-132 e,,,,1.180
Kepler-1320,Kepler-1320 b,,,,1.700
Kepler-1321,Kepler-1321 b,,,,4.920
Kepler-1321,Kepler-1321 c,,,,2.400
Kepler-1322,Kepler-1322 b,,,,1.610
Kepler-1323,Kepler-1323 b,,,,1.520
Kepler-1324,Kepler-1324 b,,,,1.510
Kepler-1325,Kepler-1325 b,,,,2.860
Kepler-1326,Kepler-1326 b,,,,4.180
Kepler-1327,Kepler-1327 b,,,,1.800
Kepler-1328,Kepler-1328 b,,,,0.980
Kepler-1329,Kepler-1329 b,,,,2.170
Kepler-133,Kepler-133 b,,,,1.760
Kepler-133,Kepler-133 c,,,,2.840
Kepler-1330,Kepler-1330 b,,,,1.650
Kepler-1331,Kepler-1331 b,,,,1.050
Kepler-1332,Kepler-1332 b,,,,1.370
Kepler-1333,Kepler-1333 b,,,,2.810
Kepler-1334,Kepler-1334 b,,,,2.290
Kepler-1335,Kepler-1335 b,,,,1.450
Kepler-1336,Kepler-1336 b,,,,1.980
Kepler-1336,Kepler-1336 c,,,,1.710
Kepler-1337,Kepler-1337 b,,,,2.410
Kepler-1338,Kepler-1338 b,,,,0.920
Kepler-1339,Kepler-1339 b,,,,0.710
Kepler-134,Kepler-134 b,,,,2.000
Kepler-134,Kepler-134 c,,,,1.260
Kepler-1340,Kepler-1340 b,,,,1.550
Kepler-1341,Kepler-1341 b,,,,2.990
Kepler-1342,Kepler-1342 b,,,,1.660
Kepler-1343,Kepler-1343 b,,,,1.930
Kepler-1344,Kepler-1344 b,,,,1.840
Kepler-1345,Kepler-1345 b,,,,2.360
Kepler-1346,Kepler-1346 b,,,,1.580
Kepler-1347,Kepler-1347 b,,,,1.030
Kepler-1348,Kepler-1348 b,,,,1.940
Kepler-1349,Kepler-1349 b,,,,0.700
Kepler-135,Kepler-135 b,,,,1.810
Kepler-135,Kepler-135 c,,,,1.160
Kepler-1350,Kepler-1350 b,,,,2.520
Kepler-1350,Kepler-1350 c,,,,1.730
Kepler-1351,Kepler-1351 b,,,,0.650
Kepler-1352,Kepler-1352 b,,,,0.890
Kepler-1353,Kepler-1353 b,,,,1.800
Kepler-1354,Kepler-1354 b,,,,2.970
Kepler-1355,Kepler-1355 b,,,,1.460
Kepler-1356,Kepler-1356 b,,,,1.530
Kepler-1357,Kepler-1357 b,,,,1.280
Kepler-1358,Kepler-1358 b,,,,1.120
Kepler-1359,Kepler-1359 b,,,,2.830
Kepler-136,Kepler-136 b,,,,2.050
Kepler-136,Kepler-136 c,,,,1.990
Kepler-1360,Kepler-1360 b,,,,3.400
Kepler-1361,Kepler-1361 b,,,,0.860
Kepler-1362,Kepler-1362 b,,,,2.600
Kepler-1363,Kepler-1363 b,,,,1.250
Kepler-1364,Kepler-1364 b,,,,2.150
Kepler-1365,Kepler-1365 b,,,,0.920
Kepler-1365,Kepler-1365 c,,,,0.800
Kepler-1366,Kepler-1366 b,,,,1.430
Kepler-1367,Kepler-1367 b,,,,0.920
Kepler-1368,Kepler-1368 b,,,,1.650
Kepler-1369,Kepler-1369 b,,,,2.690
Kepler-137,Kepler-137 b,,,,1.470
Kepler-137,Kepler-137 c,,,,1.880
Kepler-1370,Kepler-1370 b,,,,1.840
Kepler-1370,Kepler-1370 c,,,,1.270
Kepler-1371,Kepler-1371 b,,,,0.730
Kepler-1371,Kepler-1371 c,,,,0.640
Kepler-1372,Kepler-1372 b,,,,1.270
Kepler-1373,Kepler-1373 b,,,,1.160
Kepler-1374,Kepler-1374 b,,,,2.290
Kepler-1375,Kepler-1375 b,,,,1.740
Kepler-1376,Kepler-1376 b,,,,1.050
Kepler-1377,Kepler-1377 b,,,,1.250
Kepler-1378,Kepler-1378 b,,,,2.200
Kepler-1379,Kepler-1379 b,,,,1.300
Kepler-138,Kepler-138 b,2.60000,,0.06600,0.522
Kepler-138,Kepler-138 c,6.20000,,1.97000,1.197
Kepler-138,Kepler-138 d,2.10000,,0.64000,1.212
Kepler-1380,Kepler-1380 b,,,,1.430
Kepler-1381,Kepler-1381 b,,,,2.250
Kepler-1382,Kepler-1382 b,,,,1.880
Kepler-1383,Kepler-1383 b,,,,1.410
Kepler-1384,Kepler-1384 b,,,,1.940
Kepler-1385,Kepler-1385 b,,,,0.850
Kepler-1386,Kepler-1386 b,,,,1.240
Kepler-1387,Kepler-1387 b,,,,0.930
Kepler-1388,Kepler-1388 b,,,,2.590
Kepler-1388,Kepler-1388 c,,,,2.260
Kepler-1388,Kepler-1388 d,,,,2.860
Kepler-1388,Kepler-1388 e,,,,2.460
Kepler-1389,Kepler-1389 b,,,,1.770
Kepler-139,Kepler-139 b,,,,2.940
Kepler-139,Kepler-139 c,,,,3.380
Kepler-1390,Kepler-1390 b,,,,1.180
Kepler-1391,Kepler-1391 b,,,,1.680
Kepler-1392,Kepler-1392 b,,,,1.960
Kepler-1393,Kepler-1393 b,,,,0.800
Kepler-1394,Kepler-1394 b,,,,1.390
Kepler-1395,Kepler-1395 b,,,,0.800
Kepler-1396,Kepler-1396 b,,,,2.070
Kepler-1397,Kepler-1397 b,,,,1.720
Kepler-1398,Kepler-1398 b,,,,0.900
Kepler-1398,Kepler-1398 c,,,,1.030
Kepler-1399,Kepler-1399 b,,,,1.250
Kepler-14,Kepler-14 b,7.10000,,2669.66000,12.733
Kepler-140,Kepler-140 b,,,,1.610
Kepler-140,Kepler-140 c,,,,1.800
Kepler-1400,Kepler-1400 b,,,,1.620
Kepler-1401,Kepler-1401 b,,,,1.680
Kepler-1402,Kepler-1402 b,,,,0.760
Kepler-1403,Kepler-1403 b,,,,2.140
Kepler-1404,Kepler-1404 b,,,,2.010
Kepler-1405,Kepler-1405 b,,,,3.960
Kepler-1406,Kepler-1406 b,,,,1.100
Kepler-1407,Kepler-1407 b,,,,2.250
Kepler-1408,Kepler-1408 b,,,,0.890
Kepler-1409,Kepler-1409 b,,,,1.040
Kepler-141,Kepler-141 b,,,,0.690
Kepler-141,Kepler-141 c,,,,1.410
Kepler-1410,Kepler-1410 b,,,,1.780
Kepler-1411,Kepler-1411 b,,,,2.820
Kepler-1412,Kepler-1412 b,,,,0.830
Kepler-1413,Kepler-1413 b,,,,1.820
Kepler-1414,Kepler-1414 b,,,,1.230
Kepler-1415,Kepler-1415 b,,,,1.290
Kepler-1416,Kepler-1416 b,,,,0.880
Kepler-1417,Kepler-1417 b,,,,1.000
Kepler-1418,Kepler-1418 b,,,,1.660
Kepler-1419,Kepler-1419 b,,,,2.860
Kepler-142,Kepler-142 b,,,,1.990
Kepler-142,Kepler-142 c,,,,2.860
Kepler-142,Kepler-142 d,,,,2.160
Kepler-1420,Kepler-1420 b,,,,1.280
Kepler-1421,Kepler-1421 b,,,,0.930
Kepler-1422,Kepler-1422 b,,,,2.020
Kepler-1423,Kepler-1423 b,,,,1.060
Kepler-1424,Kepler-1424 b,,,,1.160
Kepler-1425,Kepler-1425 b,,,,0.940
Kepler-1426,Kepler-1426 b,,,,1.560
Kepler-1427,Kepler-1427 b,,,,1.100
Kepler-1428,Kepler-1428 b,,,,1.640
Kepler-1429,Kepler-1429 b,,,,1.290
Kepler-143,Kepler-143 b,,,,2.410
Kepler-143,Kepler-143 c,,,,3.370
Kepler-1430,Kepler-1430 b,,,,1.180
Kepler-1431,Kepler-1431 b,,,,1.470
Kepler-1432,Kepler-1432 b,,,,2.220
Kepler-1433,Kepler-1433 b,,,,1.560
Kepler-1434,Kepler-1434 b,,,,1.110
Kepler-1435,Kepler-1435 b,,,,0.860
Kepler-1436,Kepler-1436 b,,,,1.310
Kepler-1437,Kepler-1437 b,,,,1.370
Kepler-1438,Kepler-1438 b,,,,0.940
Kepler-1439,Kepler-1439 b,,,,1.460
Kepler-144,Kepler-144 b,,,,1.330
Kepler-144,Kepler-144 c,,,,1.350
Kepler-1440,Kepler-1440 b,,,,1.260
Kepler-1441,Kepler-1441 b,,,,1.310
Kepler-1442,Kepler-1442 b,,,,3.930
Kepler-1443,Kepler-1443 b,,,,0.970
Kepler-1444,Kepler-1444 b,,,,2.180
Kepler-1445,Kepler-1445 b,,,,0.960
Kepler-1446,Kepler-1446 b,,,,0.820
Kepler-1447,Kepler-1447 b,,,,2.900
Kepler-1448,Kepler-1448 b,,,,1.610
Kepler-1449,Kepler-1449 b,,,,1.680
Kepler-145,Kepler-145 b,,,37.10000,2.650
Kepler-145,Kepler-145 c,,,79.40000,4.320
Kepler-1450,Kepler-1450 b,,,,1.710
Kepler-1451,Kepler-1451 b,,,,3.350
Kepler-1452,Kepler-1452 b,,,,2.700
Kepler-1453,Kepler-1453 b,,,,2.670
Kepler-1454,Kepler-1454 b,,,,1.880
Kepler-1455,Kepler-1455 b,,,,2.160
Kepler-1456,Kepler-1456 b,,,,1.140
Kepler-1457,Kepler-1457 b,,,,1.990
Kepler-1458,Kepler-1458 b,,,,2.760
Kepler-1459,Kepler-1459 b,,,,1.360
Kepler-146,Kepler-146 b,,,,3.710
Kepler-146,Kepler-146 c,,,,3.130
Kepler-1460,Kepler-1460 b,,,,1.960
Kepler-1461,Kepler-1461 b,,,,2.030
Kepler-1462,Kepler-1462 b,,,,3.820
Kepler-1463,Kepler-1463 b,,,,1.860
Kepler-1464,Kepler-1464 b,,,,1.660
Kepler-1464,Kepler-1464 c,,,,1.000
Kepler-1465,Kepler-1465 b,,,,1.770
Kepler-1466,Kepler-1466 b,,,,1.550
Kepler-1467,Kepler-1467 b,,,,3.300
Kepler-1468,Kepler-1468 b,,,,1.730
Kepler-1468,Kepler-1468 c,,,,1.150
Kepler-1469,Kepler-1469 b,,,,2.800
Kepler-147,Kepler-147 b,,,,1.530
Kepler-147,Kepler-147 c,,,,2.430
Kepler-1470,Kepler-1470 b,,,,1.070
Kepler-1471,Kepler-1471 b,,,,1.410
Kepler-1472,Kepler-1472 b,,,,1.900
Kepler-1473,Kepler-1473 b,,,,1.190
Kepler-1474,Kepler-1474 b,,,,2.160
Kepler-1475,Kepler-1475 b,,,,2.920
Kepler-1476,Kepler-1476 b,,,,1.670
Kepler-1477,Kepler-1477 b,,,,1.180
Kepler-1478,Kepler-1478 b,,,,1.730
Kepler-1479,Kepler-1479 b,,,,1.830
Kepler-148,Kepler-148 b,,,,1.800
Kepler-148,Kepler-148 c,,,,3.600
Kepler-148,Kepler-148 d,,,,8.680
Kepler-1480,Kepler-1480 b,,,,1.670
Kepler-1481,Kepler-1481 b,,,,1.230
Kepler-1482,Kepler-1482 b,,,,1.010
Kepler-1483,Kepler-1483 b,,,,1.520
Kepler-1484,Kepler-1484 b,,,,2.110
Kepler-1485,Kepler-1485 b,,,,1.470
Kepler-1486,Kepler-1486 b,,,,2.320
Kepler-1487,Kepler-1487 b,,,,2.130
Kepler-1488,Kepler-1488 b,,,,1.860
Kepler-1489,Kepler-1489 b,,,,1.770
Kepler-149,Kepler-149 b,,,,4.210
Kepler-149,Kepler-149 c,,,,1.610
Kepler-149,Kepler-149 d,,,,3.960
Kepler-1490,Kepler-1490 b,,,,3.040
Kepler-1491,Kepler-1491 b,,,,1.510
Kepler-1492,Kepler-1492 b,,,,1.490
Kepler-1493,Kepler-1493 b,,,,1.410
Kepler-1494,Kepler-1494 b,,,,3.070
Kepler-1495,Kepler-1495 b,,,,2.940
Kepler-1496,Kepler-1496 b,,,,2.220
Kepler-1497,Kepler-1497 b,,,,1.660
Kepler-1498,Kepler-1498 b,,,,1.330
Kepler-1499,Kepler-1499 b,,,,1.190
Kepler-15,Kepler-15 b,0.93000,,209.76000,10.760
Kepler-150,Kepler-150 b,,,,1.250
Kepler-150,Kepler-150 c,,,,3.690
Kepler-150,Kepler-150 d,,,,2.790
Kepler-150,Kepler-150 e,,,,3.120
Kepler-150,Kepler-150 f,,,,3.640
Kepler-1500,Kepler-1500 b,,,,1.200
Kepler-1501,Kepler-1501 b,,,,1.560
Kepler-1502,Kepler-1502 b,,,,3.180
Kepler-1503,Kepler-1503 b,,,,2.270
Kepler-1504,Kepler-1504 b,,,,2.130
Kepler-1505,Kepler-1505 b,,,,0.930
Kepler-1506,Kepler-1506 b,,,,1.320
Kepler-1507,Kepler-1507 b,,,,0.840
Kepler-1508,Kepler-1508 b,,,,1.330
Kepler-1509,Kepler-1509 b,,,,1.850
Kepler-151,Kepler-151 b,,,,3.060
Kepler-151,Kepler-151 c,,,,2.090
Kepler-1510,Kepler-1510 b,,,,3.360
Kepler-1511,Kepler-1511 b,,,,1.680
Kepler-1512,Kepler-1512 b,,,,1.180
Kepler-1513,Kepler-1513 b,,,,8.460
Kepler-1514,Kepler-1514 b,,,,11.820
Kepler-1515,Kepler-1515 b,,,,9.550
Kepler-1516,Kepler-1516 b,,,,1.750
Kepler-1517,Kepler-1517 b,,,,9.760
Kepler-1518,Kepler-1518 b,,,,3.050
Kepler-1519,Kepler-1519 b,,,,7.060
Kepler-152,Kepler-152 b,,,,2.790
Kepler-152,Kepler-152 c,,,,2.390
Kepler-1520,Kepler-1520 b,,,,5.770
Kepler-1521,Kepler-1521 b,,,,2.500
Kepler-1522,Kepler-1522 b,,,,1.730
Kepler-1523,Kepler-1523 b,,,,1.580
Kepler-1524,Kepler-1524 b,,,,3.540
Kepler-1525,Kepler-1525 b,,,,0.910
Kepler-1526,Kepler-1526 b,,,,2.430
Kepler-1527,Kepler-1527 b,,,,4.770
Kepler-1528,Kepler-1528 b,,,,1.460
Kepler-1529,Kepler-1529 b,,,,2.100
Kepler-153,Kepler-153 b,,,,2.920
Kepler-153,Kepler-153 c,,,,2.530
Kepler-1530,Kepler-1530 b,,,,1.640
Kepler-1530,Kepler-1530 c,,,,1.650
Kepler-1531,Kepler-1531 b,,,,1.110
Kepler-1532,Kepler-1532 b,,,,1.350
Kepler-1533,Kepler-1533 b,,,,3.460
Kepler-1534,Kepler-1534 b,,,,1.890
Kepler-1535,Kepler-1535 b,,,,2.550
Kepler-1536,Kepler-1536 b,,,,3.140
Kepler-1537,Kepler-1537 b,,,,1.180
Kepler-1538,Kepler-1538 b,,,,2.820
Kepler-1539,Kepler-1539 b,,,,2.700
Kepler-154,Kepler-154 b,,,,2.260
Kepler-154,Kepler-154 c,,,,2.950
Kepler-154,Kepler-154 d,,,,3.840
Kepler-154,Kepler-154 e,,,,1.500
Kepler-154,Kepler-154 f,,,,1.500
Kepler-1540,Kepler-1540 b,,,,2.490
Kepler-1541,Kepler-1541 b,,,,1.160
Kepler-1542,Kepler-1542 b,,,,0.760
Kepler-1542,Kepler-1542 c,,,,0.650
Kepler-1542,Kepler-1542 d,,,,0.870
Kepler-1542,Kepler-1542 e,,,,0.760
Kepler-1543,Kepler-1543 b,,,,2.710
Kepler-1544,Kepler-1544 b,,,,1.780
Kepler-1545,Kepler-1545 b,,,,2.700
Kepler-1546,Kepler-1546 b,,,,3.130
Kepler-1547,Kepler-1547 b,,,,0.900
Kepler-1548,Kepler-1548 b,,,,2.640
Kepler-1549,Kepler-1549 b,,,,2.570
Kepler-155,Kepler-155 b,,,,2.090
Kepler-155,Kepler-155 c,,,,2.240
Kepler-1550,Kepler-1550 b,,,,3.020
Kepler-1551,Kepler-1551 b,,,,2.660
Kepler-1552,Kepler-1552 b,,,,2.470
Kepler-1553,Kepler-1553 b,,,,1.150
Kepler-1554,Kepler-1554 b,,,,2.900
Kepler-1555,Kepler-1555 b,,,,1.610
Kepler-1556,Kepler-1556 b,,,,1.960
Kepler-1557,Kepler-1557 b,,,,1.530
Kepler-1558,Kepler-1558 b,,,,0.680
Kepler-1559,Kepler-1559 b,,,,0.720
Kepler-156,Kepler-156 b,,,,2.300
Kepler-156,Kepler-156 c,,,,2.550
Kepler-1560,Kepler-1560 b,,,,0.890
Kepler-1561,Kepler-1561 b,,,,1.090
Kepler-1562,Kepler-1562 b,,,,3.550
Kepler-1563,Kepler-1563 b,,,,0.750
Kepler-1564,Kepler-1564 b,,,,1.470
Kepler-1565,Kepler-1565 b,,,,1.190
Kepler-1566,Kepler-1566 b,,,,0.790
Kepler-1567,Kepler-1567 b,,,,2.730
Kepler-1568,Kepler-1568 b,,,,1.300
Kepler-1569,Kepler-1569 b,,,,1.680
Kepler-157,Kepler-157 b,,,,1.320
Kepler-157,Kepler-157 c,,,,2.240
Kepler-157,Kepler-157 d,,,,1.460
Kepler-1570,Kepler-1570 b,,,,1.070
Kepler-1571,Kepler-1571 b,,,,1.520
Kepler-1572,Kepler-1572 b,,,,0.940
Kepler-1573,Kepler-1573 b,,,,1.200
Kepler-1574,Kepler-1574 b,,,,1.290
Kepler-1575,Kepler-1575 b,,,,1.310
Kepler-1576,Kepler-1576 b,,,,1.040
Kepler-1577,Kepler-1577 b,,,,1.130
Kepler-1578,Kepler-1578 b,,,,1.040
Kepler-1579,Kepler-1579 b,,,,0.840
Kepler-158,Kepler-158 b,,,,2.120
Kepler-158,Kepler-158 c,,,,1.900
Kepler-1580,Kepler-1580 b,,,,2.110
Kepler-1581,Kepler-1581 b,,,,0.800
Kepler-1582,Kepler-1582 b,,,,1.490
Kepler-1583,Kepler-1583 b,,,,0.600
Kepler-1584,Kepler-1584 b,,,,1.610
Kepler-1585,Kepler-1585 b,,,,1.790
Kepler-1586,Kepler-1586 b,,,,1.520
Kepler-1587,Kepler-1587 b,,,,1.330
Kepler-1588,Kepler-1588 b,,,,0.760
Kepler-1589,Kepler-1589 b,,,,1.090
Kepler-159,Kepler-159 b,,,,2.380
Kepler-159,Kepler-159 c,,,,3.410
Kepler-1590,Kepler-1590 b,,,,1.140
Kepler-1591,Kepler-1591 b,,,,1.270
Kepler-1592,Kepler-1592 b,,,,1.540
Kepler-1593,Kepler-1593 b,,,,3.170
Kepler-1594,Kepler-1594 b,,,,1.060
Kepler-1595,Kepler-1595 b,,,,1.230
Kepler-1596,Kepler-1596 b,,,,1.900
Kepler-1597,Kepler-1597 b,,,,1.060
Kepler-1598,Kepler-1598 b,,,,0.950
Kepler-1599,Kepler-1599 b,,,,1.620
Kepler-16,Kepler-16 b,0.96400,,105.83300,8.449
Kepler-160,Kepler-160 b,,,,1.540
Kepler-160,Kepler-160 c,,,,3.610
Kepler-1600,Kepler-1600 b,,,,3.130
Kepler-1601,Kepler-1601 b,,,,0.820
Kepler-1602,Kepler-1602 b,,,,1.340
Kepler-1603,Kepler-1603 b,,,,1.290
Kepler-1604,Kepler-1604 b,,,,1.410
Kepler-1605,Kepler-1605 b,,,,1.080
Kepler-1606,Kepler-1606 b,,,,2.070
Kepler-1607,Kepler-1607 b,,,,0.920
Kepler-1608,Kepler-1608 b,,,,1.730
Kepler-1609,Kepler-1609 b,,,,2.220
Kepler-161,Kepler-161 b,,,,2.120
Kepler-161,Kepler-161 c,,,,2.050
Kepler-1610,Kepler-1610 b,,,,1.610
Kepler-1611,Kepler-1611 b,,,,0.810
Kepler-1612,Kepler-1612 b,,,,1.030
Kepler-1613,Kepler-1613 b,,,,2.080
Kepler-1614,Kepler-1614 b,,,,1.490
Kepler-1615,Kepler-1615 b,,,,2.060
Kepler-1616,Kepler-1616 b,,,,1.020
Kepler-1617,Kepler-1617 b,,,,1.200
Kepler-1618,Kepler-1618 b,,,,1.260
Kepler-1619,Kepler-1619 b,,,,0.760
Kepler-162,Kepler-162 b,,,,1.260
Kepler-162,Kepler-162 c,,,,3.030
Kepler-1620,Kepler-1620 b,,,,1.610
Kepler-1621,Kepler-1621 b,,,,2.160
Kepler-1622,Kepler-1622 b,,,,1.470
Kepler-1623,Kepler-1623 b,,,,1.310
Kepler-1624,Kepler-1624 b,,,,5.700
Kepler-1625,Kepler-1625 b,,,,6.060
Kepler-1626,Kepler-1626 b,,,,2.020
Kepler-1627,Kepler-1627 b,,,,3.690
Kepler-1628,Kepler-1628 b,,,,6.430
Kepler-1629,Kepler-1629 b,,,,0.770
Kepler-163,Kepler-163 b,,,,1.050
Kepler-163,Kepler-163 c,,,,2.260
Kepler-1630,Kepler-1630 b,,,,2.190
Kepler-1631,Kepler-1631 b,,,,1.350
Kepler-1632,Kepler-1632 b,,,,2.470
Kepler-1633,Kepler-1633 b,,,,1.580
Kepler-1634,Kepler-1634 b,,,,3.190
Kepler-1635,Kepler-1635 b,,,,3.640
Kepler-1636,Kepler-1636 b,,,,3.230
Kepler-1637,Kepler-1637 b,,,,0.890
Kepler-1638,Kepler-1638 b,,,,1.870
Kepler-1639,Kepler-1639 b,,,,2.580
Kepler-164,Kepler-164 b,,,,1.410
Kepler-164,Kepler-164 c,,,,2.730
Kepler-164,Kepler-164 d,,,,2.450
Kepler-1640,Kepler-1640 b,,,,4.820
Kepler-1641,Kepler-1641 b,,,,3.110
Kepler-1641,Kepler-1641 c,,,,2.950
Kepler-1642,Kepler-1642 b,,,,3.200
Kepler-1642,Kepler-1642 c,,,,2.660
Kepler-1643,Kepler-1643 b,,,,2.300
Kepler-1644,Kepler-1644 b,,,,1.880
Kepler-1645,Kepler-1645 b,,,,1.780
Kepler-1646,Kepler-1646 b,,,,1.230
Kepler-1647,Kepler-1647 b,,,483.00000,11.874
Kepler-1649,Kepler-1649 b,,307,,1.017
Kepler-1649,Kepler-1649 c,,234,,1.060
Kepler-165,Kepler-165 b,,,,2.320
Kepler-165,Kepler-165 c,,,,2.230
Kepler-1650,Kepler-1650 b,,,,0.960
Kepler-1651,Kepler-1651 b,,,,1.840
Kepler-1652,Kepler-1652 b,9.90000,268,,1.600
Kepler-1653,Kepler-1653 b,3.08000,284,,2.170
Kepler-1654,Kepler-1654 b,1.20000,206,158.91500,9.180
Kepler-1655,Kepler-1655 b,2.50000,,5.00000,2.213
Kepler-1656,Kepler-1656 b,2.13000,651,48.60000,5.020
Kepler-1658,Kepler-1658 b,6.36000,,1868.84040,11.994
Kepler-166,Kepler-166 b,,,,2.270
Kepler-166,Kepler-166 c,,,,2.380
Kepler-166,Kepler-166 d,,,,1.730
Kepler-1661,Kepler-1661 b,1.60000,243,17.00000,3.870
Kepler-167,Kepler-167 b,,914,,1.615
Kepler-167,Kepler-167 c,,768,,1.548
Kepler-167,Kepler-167 d,,536,,1.194
Kepler-167,Kepler-167 e,,131,,10.150
Kepler-168,Kepler-168 b,,,,1.460
Kepler-168,Kepler-168 c,,,,2.690
Kepler-169,Kepler-169 b,,,,1.130
Kepler-169,Kepler-169 c,,,,1.210
Kepler-169,Kepler-169 d,,,,1.250
Kepler-169,Kepler-169 e,,,,2.200
Kepler-169,Kepler-169 f,,,,2.580
Kepler-17,Kepler-17 b,1.35000,1570,778.65000,14.680
Kepler-170,Kepler-170 b,,,,3.200
Kepler-170,Kepler-170 c,,,,2.860
Kepler-171,Kepler-171 b,,,,2.340
Kepler-171,Kepler-171 c,,,,2.560
Kepler-171,Kepler-171 d,,,,1.890
Kepler-172,Kepler-172 b,,,,2.350
Kepler-172,Kepler-172 c,,,,2.860
Kepler-172,Kepler-172 d,,,,2.250
Kepler-172,Kepler-172 e,,,,2.760
Kepler-173,Kepler-173 b,,,,1.290
Kepler-173,Kepler-173 c,,,,2.430
Kepler-174,Kepler-174 b,,,,1.960
Kepler-174,Kepler-174 c,,,,1.490
Kepler-174,Kepler-174 d,,,,2.190
Kepler-175,Kepler-175 b,,,,2.560
Kepler-175,Kepler-175 c,,,,3.100
Kepler-176,Kepler-176 b,,,,1.430
Kepler-176,Kepler-176 c,,,,2.600
Kepler-176,Kepler-176 d,,,,2.510
Kepler-176,Kepler-176 e,,,,1.450
Kepler-177,Kepler-177 b,,,2.00000,2.900
Kepler-177,Kepler-177 c,,,7.50000,7.100
Kepler-178,Kepler-178 b,,,,2.900
Kepler-178,Kepler-178 c,,,,2.880
Kepler-178,Kepler-178 d,,,,3.950
Kepler-179,Kepler-179 b,,,,1.640
Kepler-179,Kepler-179 c,,,,2.000
Kepler-18,Kepler-18 b,4.90000,,6.90000,2.000
Kepler-18,Kepler-18 c,0.59000,,17.30000,5.490
Kepler-18,Kepler-18 d,0.27000,,16.40000,6.980
Kepler-180,Kepler-180 b,,,,1.500
Kepler-180,Kepler-180 c,,,,3.010
Kepler-181,Kepler-181 b,,,,1.270
Kepler-181,Kepler-181 c,,,,1.990
Kepler-182,Kepler-182 b,,,,2.580
Kepler-182,Kepler-182 c,,,,3.430
Kepler-183,Kepler-183 b,,,,2.060
Kepler-183,Kepler-183 c,,,,2.270
Kepler-184,Kepler-184 b,,,,2.360
Kepler-184,Kepler-184 c,,,,1.970
Kepler-184,Kepler-184 d,,,,2.490
Kepler-185,Kepler-185 b,,,,1.170
Kepler-185,Kepler-185 c,,,,2.020
Kepler-186,Kepler-186 b,,,,1.070
Kepler-186,Kepler-186 c,,,,1.250
Kepler-186,Kepler-186 d,,,,1.400
Kepler-186,Kepler-186 e,,,,1.270
Kepler-186,Kepler-186 f,,,,1.170
Kepler-187,Kepler-187 b,,,,1.410
Kepler-187,Kepler-187 c,,,,2.670
Kepler-188,Kepler-188 b,,,,1.680
Kepler-188,Kepler-188 c,,,,3.190
Kepler-189,Kepler-189 b,,,,1.210
Kepler-189,Kepler-189 c,,,,2.380
Kepler-19,Kepler-19 b,,,8.40000,
Kepler-19,Kepler-19 c,,,13.10000,
Kepler-19,Kepler-19 d,,,22.50000,
Kepler-190,Kepler-190 b,,,,1.560
Kepler-190,Kepler-190 c,,,,1.460
Kepler-191,Kepler-191 b,,,,1.340
Kepler-191,Kepler-191 c,,,,1.860
Kepler-191,Kepler-191 d,,,,2.280
Kepler-192,Kepler-192 b,,,,2.740
Kepler-192,Kepler-192 c,,,,2.790
Kepler-192,Kepler-192 d,,,,1.020
Kepler-193,Kepler-193 b,,,,2.390
Kepler-193,Kepler-193 c,,,,2.750
Kepler-194,Kepler-194 b,,,,1.510
Kepler-194,Kepler-194 c,,,,2.590
Kepler-194,Kepler-194 d,,,,2.400
Kepler-195,Kepler-195 b,,,,2.030
Kepler-195,Kepler-195 c,,,,1.550
Kepler-196,Kepler-196 b,,,,1.900
Kepler-196,Kepler-196 c,,,,2.240
Kepler-197,Kepler-197 b,,,,1.020
Kepler-197,Kepler-197 c,,,,1.230
Kepler-197,Kepler-197 d,,,,1.220
Kepler-197,Kepler-197 e,,,,0.910
Kepler-198,Kepler-198 b,,,,2.820
Kepler-198,Kepler-198 c,,,,2.470
Kepler-198,Kepler-198 d,,,,1.530
Kepler-199,Kepler-199 b,,,,3.110
Kepler-199,Kepler-199 c,,,,3.250
